PO_ID,PO_Date,SupplierID,SupplierName,MaterialID,MaterialName,Category,UnitOfMeasure,OrderQuantity,UnitCost_INR,BaseCost_INR,GST_Rate_Percent,GST_Amount_INR,FreightCost_INR,TotalPOValue_INR,PromisedLeadTimeDays,ExpectedDeliveryDate,ActualDeliveryDate,DelayDays,DeliveryStatus,PaymentTermsDays
PO-2019-0093,2019-10-14,SUP004,Girnar Ayur Ingredients,RM005,Ashwagandha Extract (5% Withanolides),Herbal Extracts,kg,41.6,1032.0,42931.2,12,5151.74,1205.03,49287.97,15,2019-10-29,2019-10-29,0,On-Time,45
PO-2019-0094,2019-10-16,SUP006,Capsico Gelatin & Capsules,RM013,"Gelatin Capsules (Size 00, '000s)",Capsules,'000 units,30.0,343.74,10312.2,12,1237.46,1051.94,12601.6,14,2019-10-30,2019-10-30,0,On-Time,45
PO-2019-0095,2019-10-17,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,6959.0,4.28,29784.52,18,5361.21,730.53,35876.26,10,2019-10-27,2019-10-27,0,On-Time,15
PO-2019-0096,2019-10-21,SUP007,Indore Packaging Solutions,RM018,Corrugated Shipping Boxes (units),Packaging,units,977.0,22.58,22060.66,18,3970.92,1322.38,27353.96,9,2019-10-30,2019-10-30,0,On-Time,15
PO-2019-0097,2019-10-22,SUP001,Madhya Herbs Pvt Ltd,RM002,Tulsi Leaves (Dried),Raw Herbs,kg,230.5,147.49,33996.44,5,1699.82,1716.29,37412.55,17,2019-11-08,2019-11-08,0,On-Time,30
PO-2019-0098,2019-10-23,SUP004,Girnar Ayur Ingredients,RM007,Shatavari Extract,Herbal Extracts,kg,19.6,891.39,17471.24,12,2096.55,1008.31,20576.1,16,2019-11-08,2019-11-08,0,On-Time,45
PO-2019-0099,2019-10-23,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,6308.0,3.27,20627.16,18,3712.89,1270.74,25610.79,7,2019-10-30,2019-11-03,4,Delayed,15
PO-2019-0100,2019-10-24,SUP004,Girnar Ayur Ingredients,RM008,Turmeric Curcumin Extract (95%),Herbal Extracts,kg,36.6,1534.94,56178.8,12,6741.46,1055.03,63975.29,14,2019-11-07,2019-11-11,4,Delayed,45
PO-2019-0101,2019-10-27,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,9348.0,0.94,8787.12,18,1581.68,451.23,10820.03,7,2019-11-03,2019-11-03,0,On-Time,15
PO-2019-0102,2019-10-29,SUP005,Chemico Excipients Ltd,RM012,Maize Starch,Excipients,kg,104.7,92.67,9702.55,18,1746.46,1761.95,13210.96,10,2019-11-08,2019-11-08,0,On-Time,60
PO-2019-0103,2019-10-31,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,6925.0,4.61,31924.25,18,5746.36,745.74,38416.35,8,2019-11-08,2019-11-08,0,On-Time,15
PO-2019-0104,2019-10-31,SUP002,Vindhya Botanicals,RM003,Amla Fruit (Dried),Raw Herbs,kg,175.3,168.82,29594.15,5,1479.71,1339.83,32413.69,17,2019-11-17,2019-11-24,7,Delayed,30
PO-2019-0105,2019-11-02,SUP005,Chemico Excipients Ltd,RM011,Magnesium Stearate,Excipients,kg,36.7,198.11,7270.64,18,1308.72,1083.19,9662.55,14,2019-11-16,2019-11-14,-2,Early,60
PO-2019-0106,2019-11-04,SUP001,Madhya Herbs Pvt Ltd,RM001,Ashwagandha Root (Dried),Raw Herbs,kg,288.2,183.64,52925.05,5,2646.25,1978.99,57550.29,19,2019-11-23,2019-11-23,0,On-Time,30
PO-2019-0107,2019-11-09,SUP003,Himalayan Herb Extracts,RM009,Triphala Extract,Herbal Extracts,kg,24.6,850.37,20919.1,12,2510.29,1493.58,24922.97,21,2019-11-30,2019-11-30,0,On-Time,45
PO-2019-0108,2019-11-11,SUP006,Capsico Gelatin & Capsules,RM013,"Gelatin Capsules (Size 00, '000s)",Capsules,'000 units,33.0,349.44,11531.52,12,1383.78,987.55,13902.85,14,2019-11-25,2019-11-25,0,On-Time,45
PO-2019-0109,2019-11-11,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,6142.0,3.2,19654.4,18,3537.79,1241.54,24433.73,8,2019-11-19,2019-11-21,2,Delayed,15
PO-2019-0110,2019-11-11,SUP003,Himalayan Herb Extracts,RM005,Ashwagandha Extract (5% Withanolides),Herbal Extracts,kg,48.5,1032.77,50089.35,12,6010.72,1838.78,57938.85,15,2019-11-26,2019-12-04,8,Delayed,45
PO-2019-0111,2019-11-12,SUP001,Madhya Herbs Pvt Ltd,RM004,Giloy Stem (Dried),Raw Herbs,kg,171.0,163.92,28030.32,5,1401.52,1305.78,30737.62,22,2019-12-04,2019-12-04,0,On-Time,30
PO-2019-0112,2019-11-12,SUP001,Madhya Herbs Pvt Ltd,RM002,Tulsi Leaves (Dried),Raw Herbs,kg,264.9,143.59,38036.99,5,1901.85,1947.74,41886.58,19,2019-12-01,2019-12-01,0,On-Time,30
PO-2019-0113,2019-11-12,SUP007,Indore Packaging Solutions,RM018,Corrugated Shipping Boxes (units),Packaging,units,1178.0,23.19,27317.82,18,4917.21,1568.22,33803.25,7,2019-11-19,2019-11-19,0,On-Time,15
PO-2019-0114,2019-11-13,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,8831.0,0.97,8566.07,18,1541.89,399.08,10507.04,5,2019-11-18,2019-11-18,0,On-Time,15
PO-2019-0115,2019-11-13,SUP005,Chemico Excipients Ltd,RM010,Microcrystalline Cellulose (MCC),Excipients,kg,154.2,120.31,18551.8,18,3339.32,2057.71,23948.83,11,2019-11-24,2019-11-27,3,Delayed,60
PO-2019-0116,2019-11-17,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,7239.0,4.51,32647.89,18,5876.62,736.36,39260.87,7,2019-11-24,2019-11-24,0,On-Time,15
PO-2019-0117,2019-11-18,SUP003,Himalayan Herb Extracts,RM006,Brahmi Extract,Herbal Extracts,kg,23.2,955.51,22167.83,12,2660.14,1464.1,26292.07,20,2019-12-08,2019-12-08,0,On-Time,45
PO-2019-0118,2019-11-23,SUP004,Girnar Ayur Ingredients,RM008,Turmeric Curcumin Extract (95%),Herbal Extracts,kg,35.1,1546.92,54296.89,12,6515.63,1169.5,61982.02,14,2019-12-07,2019-12-07,0,On-Time,45
PO-2019-0119,2019-11-27,SUP002,Vindhya Botanicals,RM003,Amla Fruit (Dried),Raw Herbs,kg,179.4,175.33,31454.2,5,1572.71,1344.0,34370.91,17,2019-12-14,2019-12-18,4,Delayed,30
PO-2019-0120,2019-11-27,SUP004,Girnar Ayur Ingredients,RM007,Shatavari Extract,Herbal Extracts,kg,23.6,864.18,20394.65,12,2447.36,1064.75,23906.76,19,2019-12-16,2019-12-15,-1,Early,45
PO-2019-0121,2019-11-27,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,6758.0,3.21,21693.18,18,3904.77,1234.39,26832.34,11,2019-12-08,2019-12-08,0,On-Time,15
PO-2019-0122,2019-11-28,SUP002,Vindhya Botanicals,RM001,Ashwagandha Root (Dried),Raw Herbs,kg,286.9,187.65,53836.78,5,2691.84,2044.15,58572.77,20,2019-12-18,2019-12-18,0,On-Time,30
PO-2019-0123,2019-11-28,SUP005,Chemico Excipients Ltd,RM012,Maize Starch,Excipients,kg,115.1,87.49,10070.1,18,1812.62,1698.13,13580.85,9,2019-12-07,2019-12-07,0,On-Time,60
PO-2019-0124,2019-11-29,SUP007,Indore Packaging Solutions,RM018,Corrugated Shipping Boxes (units),Packaging,units,1066.0,24.05,25637.3,18,4614.71,1433.87,31685.88,9,2019-12-08,2019-12-08,0,On-Time,15
PO-2019-0125,2019-11-30,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,8891.0,0.97,8624.27,18,1552.37,412.62,10589.26,6,2019-12-06,2019-12-06,0,On-Time,15
PO-2019-0126,2019-11-30,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,7804.0,4.59,35820.36,18,6447.66,726.41,42994.43,7,2019-12-07,2019-12-07,0,On-Time,15
PO-2019-0127,2019-12-06,SUP005,Chemico Excipients Ltd,RM011,Magnesium Stearate,Excipients,kg,35.1,199.74,7010.87,18,1261.96,1153.37,9426.2,12,2019-12-18,2019-12-18,0,On-Time,60
PO-2019-0128,2019-12-07,SUP003,Himalayan Herb Extracts,RM009,Triphala Extract,Herbal Extracts,kg,28.4,835.08,23716.27,12,2845.95,1574.19,28136.41,20,2019-12-27,2019-12-27,0,On-Time,45
PO-2019-0129,2019-12-07,SUP002,Vindhya Botanicals,RM002,Tulsi Leaves (Dried),Raw Herbs,kg,275.5,146.66,40404.83,5,2020.24,2022.77,44447.84,18,2019-12-25,2020-01-03,9,Delayed,30
PO-2019-0130,2019-12-08,SUP006,Capsico Gelatin & Capsules,RM013,"Gelatin Capsules (Size 00, '000s)",Capsules,'000 units,28.0,342.48,9589.44,12,1150.73,1040.92,11781.09,14,2019-12-22,2019-12-21,-1,Early,45
PO-2019-0131,2019-12-10,SUP001,Madhya Herbs Pvt Ltd,RM004,Giloy Stem (Dried),Raw Herbs,kg,185.9,154.57,28734.56,5,1436.73,1405.38,31576.67,20,2019-12-30,2019-12-30,0,On-Time,30
PO-2019-0132,2019-12-13,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,10191.0,0.92,9375.72,18,1687.63,432.05,11495.4,8,2019-12-21,2019-12-21,0,On-Time,15
PO-2019-0133,2019-12-13,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,6062.0,3.29,19943.98,18,3589.92,1091.43,24625.33,9,2019-12-22,2019-12-25,3,Delayed,15
PO-2019-0134,2019-12-13,SUP003,Himalayan Herb Extracts,RM005,Ashwagandha Extract (5% Withanolides),Herbal Extracts,kg,48.6,1010.61,49115.65,12,5893.88,1883.85,56893.38,15,2019-12-28,2019-12-28,0,On-Time,45
PO-2019-0135,2019-12-14,SUP005,Chemico Excipients Ltd,RM010,Microcrystalline Cellulose (MCC),Excipients,kg,138.2,114.93,15883.33,18,2859.0,1967.59,20709.92,12,2019-12-26,2019-12-26,0,On-Time,60
PO-2019-0136,2019-12-15,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,7103.0,4.32,30684.96,18,5523.29,736.19,36944.44,8,2019-12-23,2019-12-23,0,On-Time,15
PO-2019-0137,2019-12-17,SUP003,Himalayan Herb Extracts,RM006,Brahmi Extract,Herbal Extracts,kg,23.5,913.15,21459.02,12,2575.08,1626.43,25660.53,21,2020-01-07,2020-01-05,-2,Early,45
PO-2019-0138,2019-12-19,SUP007,Indore Packaging Solutions,RM018,Corrugated Shipping Boxes (units),Packaging,units,1177.0,23.8,28012.6,18,5042.27,1624.92,34679.79,9,2019-12-28,2019-12-28,0,On-Time,15
PO-2019-0139,2019-12-19,SUP001,Madhya Herbs Pvt Ltd,RM001,Ashwagandha Root (Dried),Raw Herbs,kg,282.5,183.51,51841.57,5,2592.08,1840.67,56274.32,21,2020-01-09,2020-01-09,0,On-Time,30
PO-2019-0140,2019-12-23,SUP004,Girnar Ayur Ingredients,RM008,Turmeric Curcumin Extract (95%),Herbal Extracts,kg,36.8,1494.75,55006.8,12,6600.82,1048.05,62655.67,13,2020-01-05,2020-01-05,0,On-Time,45
PO-2019-0141,2019-12-25,SUP002,Vindhya Botanicals,RM003,Amla Fruit (Dried),Raw Herbs,kg,176.3,168.95,29785.88,5,1489.29,1403.86,32679.03,18,2020-01-12,2020-01-18,6,Delayed,30
PO-2019-0142,2019-12-28,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,9363.0,0.93,8707.59,18,1567.37,455.58,10730.54,7,2020-01-04,2020-01-02,-2,Early,15
PO-2019-0143,2019-12-28,SUP001,Madhya Herbs Pvt Ltd,RM002,Tulsi Leaves (Dried),Raw Herbs,kg,282.4,148.3,41879.92,5,2094.0,2093.2,46067.12,16,2020-01-13,2020-01-12,-1,Early,30
PO-2019-0144,2019-12-30,SUP005,Chemico Excipients Ltd,RM012,Maize Starch,Excipients,kg,111.0,87.23,9682.53,18,1742.86,1674.64,13100.03,11,2020-01-10,2020-01-10,0,On-Time,60
PO-2019-0145,2019-12-30,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,7888.0,4.44,35022.72,18,6304.09,742.3,42069.11,10,2020-01-09,2020-01-12,3,Delayed,15
PO-2020-0001,2020-01-01,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,6332.0,3.48,22035.36,18,3966.36,1072.65,27074.37,11,2020-01-12,2020-01-12,0,On-Time,15
PO-2020-0002,2020-01-01,SUP006,Capsico Gelatin & Capsules,RM013,"Gelatin Capsules (Size 00, '000s)",Capsules,'000 units,30.0,372.02,11160.6,12,1339.27,992.97,13492.84,16,2020-01-17,2020-01-17,0,On-Time,45
PO-2020-0003,2020-01-03,SUP004,Girnar Ayur Ingredients,RM007,Shatavari Extract,Herbal Extracts,kg,22.4,1096.73,24566.75,12,2948.01,977.45,28492.21,17,2020-01-20,2020-01-20,0,On-Time,45
PO-2020-0004,2020-01-04,SUP001,Madhya Herbs Pvt Ltd,RM004,Giloy Stem (Dried),Raw Herbs,kg,197.2,196.24,38698.53,5,1934.93,1428.97,42062.43,21,2020-01-25,2020-01-25,0,On-Time,30
PO-2020-0005,2020-01-08,SUP007,Indore Packaging Solutions,RM018,Corrugated Shipping Boxes (units),Packaging,units,1135.0,24.81,28159.35,18,5068.68,1536.16,34764.19,8,2020-01-16,2020-01-16,0,On-Time,15
PO-2020-0006,2020-01-09,SUP005,Chemico Excipients Ltd,RM011,Magnesium Stearate,Excipients,kg,39.9,210.35,8392.97,18,1510.73,1071.62,10975.32,13,2020-01-22,2020-01-22,0,On-Time,60
PO-2020-0007,2020-01-10,SUP003,Himalayan Herb Extracts,RM005,Ashwagandha Extract (5% Withanolides),Herbal Extracts,kg,46.0,1261.55,58031.3,12,6963.76,1709.4,66704.46,16,2020-01-26,2020-01-26,0,On-Time,45
PO-2020-0008,2020-01-10,SUP002,Vindhya Botanicals,RM001,Ashwagandha Root (Dried),Raw Herbs,kg,317.3,236.86,75155.68,5,3757.78,1985.38,80898.84,19,2020-01-29,2020-01-29,0,On-Time,30
PO-2020-0009,2020-01-10,SUP003,Himalayan Herb Extracts,RM009,Triphala Extract,Herbal Extracts,kg,26.5,1021.73,27075.85,12,3249.1,1362.81,31687.76,19,2020-01-29,2020-01-31,2,Delayed,45
PO-2020-0010,2020-01-11,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,10615.0,1.0,10615.0,18,1910.7,433.27,12958.97,6,2020-01-17,2020-01-17,0,On-Time,15
PO-2020-0011,2020-01-12,SUP005,Chemico Excipients Ltd,RM010,Microcrystalline Cellulose (MCC),Excipients,kg,149.2,120.36,17957.71,18,3232.39,2015.78,23205.88,13,2020-01-25,2020-01-25,0,On-Time,60
PO-2020-0012,2020-01-15,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,7273.0,4.59,33383.07,18,6008.95,659.43,40051.45,10,2020-01-25,2020-01-25,0,On-Time,15
PO-2020-0013,2020-01-17,SUP002,Vindhya Botanicals,RM002,Tulsi Leaves (Dried),Raw Herbs,kg,244.7,177.63,43466.06,5,2173.3,1654.76,47294.12,18,2020-02-04,2020-02-04,0,On-Time,30
PO-2020-0014,2020-01-17,SUP002,Vindhya Botanicals,RM003,Amla Fruit (Dried),Raw Herbs,kg,167.3,203.65,34070.65,5,1703.53,1328.29,37102.47,18,2020-02-04,2020-02-02,-2,Early,30
PO-2020-0015,2020-01-18,SUP004,Girnar Ayur Ingredients,RM008,Turmeric Curcumin Extract (95%),Herbal Extracts,kg,39.3,1956.19,76878.27,12,9225.39,1116.12,87219.78,11,2020-01-29,2020-01-27,-2,Early,45
PO-2020-0016,2020-01-19,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,6290.0,3.39,21323.1,18,3838.16,1039.32,26200.58,10,2020-01-29,2020-01-29,0,On-Time,15
PO-2020-0017,2020-01-23,SUP003,Himalayan Herb Extracts,RM006,Brahmi Extract,Herbal Extracts,kg,25.1,1135.97,28512.85,12,3421.54,1392.24,33326.63,21,2020-02-13,2020-02-12,-1,Early,45
PO-2020-0018,2020-01-24,SUP006,Capsico Gelatin & Capsules,RM013,"Gelatin Capsules (Size 00, '000s)",Capsules,'000 units,30.0,372.71,11181.3,12,1341.76,1007.34,13530.4,16,2020-02-09,2020-02-09,0,On-Time,45
PO-2020-0019,2020-01-25,SUP005,Chemico Excipients Ltd,RM012,Maize Starch,Excipients,kg,120.6,95.7,11541.42,18,2077.46,1596.56,15215.44,8,2020-02-02,2020-02-05,3,Delayed,60
PO-2020-0020,2020-01-26,SUP007,Indore Packaging Solutions,RM018,Corrugated Shipping Boxes (units),Packaging,units,991.0,25.37,25141.67,18,4525.5,1207.87,30875.04,8,2020-02-03,2020-02-03,0,On-Time,15
PO-2020-0021,2020-01-26,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,10183.0,1.04,10590.32,18,1906.26,437.41,12933.99,6,2020-02-01,2020-02-01,0,On-Time,15
PO-2020-0022,2020-01-27,SUP001,Madhya Herbs Pvt Ltd,RM004,Giloy Stem (Dried),Raw Herbs,kg,165.5,205.6,34026.8,5,1701.34,1352.73,37080.87,22,2020-02-18,2020-02-18,0,On-Time,30
PO-2020-0023,2020-01-31,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,8017.0,4.87,39042.79,18,7027.7,717.19,46787.68,8,2020-02-08,2020-02-10,2,Delayed,15
PO-2020-0024,2020-01-31,SUP004,Girnar Ayur Ingredients,RM007,Shatavari Extract,Herbal Extracts,kg,20.7,1100.77,22785.94,12,2734.31,979.1,26499.35,17,2020-02-17,2020-02-17,0,On-Time,45
PO-2020-0025,2020-02-02,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,6671.0,3.55,23682.05,18,4262.77,1131.59,29076.41,9,2020-02-11,2020-02-11,0,On-Time,15
PO-2020-0026,2020-02-02,SUP002,Vindhya Botanicals,RM001,Ashwagandha Root (Dried),Raw Herbs,kg,336.5,245.66,82664.59,5,4133.23,2184.67,88982.49,19,2020-02-21,2020-02-26,5,Delayed,30
PO-2020-0027,2020-02-06,SUP003,Himalayan Herb Extracts,RM005,Ashwagandha Extract (5% Withanolides),Herbal Extracts,kg,49.4,1208.92,59720.65,12,7166.48,1738.21,68625.34,14,2020-02-20,2020-02-20,0,On-Time,45
PO-2020-0028,2020-02-07,SUP003,Himalayan Herb Extracts,RM009,Triphala Extract,Herbal Extracts,kg,27.3,1060.05,28939.36,12,3472.72,1551.96,33964.04,18,2020-02-25,2020-03-03,7,Delayed,45
PO-2020-0029,2020-02-08,SUP005,Chemico Excipients Ltd,RM011,Magnesium Stearate,Excipients,kg,39.9,217.91,8694.61,18,1565.03,1141.95,11401.59,11,2020-02-19,2020-02-19,0,On-Time,60
PO-2020-0030,2020-02-08,SUP002,Vindhya Botanicals,RM002,Tulsi Leaves (Dried),Raw Herbs,kg,251.9,190.36,47951.68,5,2397.58,1794.95,52144.21,17,2020-02-25,2020-02-24,-1,Early,30
PO-2020-0031,2020-02-10,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,9837.0,0.99,9738.63,18,1752.95,407.92,11899.5,5,2020-02-15,2020-02-13,-2,Early,15
PO-2020-0032,2020-02-10,SUP005,Chemico Excipients Ltd,RM010,Microcrystalline Cellulose (MCC),Excipients,kg,157.8,120.3,18983.34,18,3417.0,2121.4,24521.74,12,2020-02-22,2020-02-20,-2,Early,60
PO-2020-0033,2020-02-12,SUP002,Vindhya Botanicals,RM003,Amla Fruit (Dried),Raw Herbs,kg,194.0,217.82,42257.08,5,2112.85,1342.96,45712.89,18,2020-03-01,2020-03-01,0,On-Time,30
PO-2020-0034,2020-02-15,SUP007,Indore Packaging Solutions,RM018,Corrugated Shipping Boxes (units),Packaging,units,1020.0,24.66,25153.2,18,4527.58,1347.42,31028.2,10,2020-02-25,2020-02-25,0,On-Time,15
PO-2020-0035,2020-02-17,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,8077.0,4.78,38608.06,18,6949.45,718.22,46275.73,7,2020-02-24,2020-02-24,0,On-Time,15
PO-2020-0036,2020-02-18,SUP004,Girnar Ayur Ingredients,RM008,Turmeric Curcumin Extract (95%),Herbal Extracts,kg,39.3,1953.7,76780.41,12,9213.65,1158.59,87152.65,15,2020-03-04,2020-03-03,-1,Early,45
PO-2020-0037,2020-02-20,SUP001,Madhya Herbs Pvt Ltd,RM004,Giloy Stem (Dried),Raw Herbs,kg,188.9,199.97,37774.33,5,1888.72,1349.0,41012.05,20,2020-03-11,2020-03-11,0,On-Time,30
PO-2020-0038,2020-02-20,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,7116.0,3.54,25190.64,18,4534.32,1194.72,30919.68,9,2020-02-29,2020-02-28,-1,Early,15
PO-2020-0039,2020-02-21,SUP003,Himalayan Herb Extracts,RM006,Brahmi Extract,Herbal Extracts,kg,25.2,1197.33,30172.72,12,3620.73,1366.58,35160.03,19,2020-03-11,2020-03-11,0,On-Time,45
PO-2020-0040,2020-02-22,SUP001,Madhya Herbs Pvt Ltd,RM001,Ashwagandha Root (Dried),Raw Herbs,kg,294.0,230.21,67681.74,5,3384.09,2033.99,73099.82,20,2020-03-13,2020-03-13,0,On-Time,30
PO-2020-0041,2020-02-23,SUP006,Capsico Gelatin & Capsules,RM013,"Gelatin Capsules (Size 00, '000s)",Capsules,'000 units,34.0,370.0,12580.0,12,1509.6,996.7,15086.3,17,2020-03-11,2020-03-14,3,Delayed,45
PO-2020-0042,2020-02-25,SUP005,Chemico Excipients Ltd,RM012,Maize Starch,Excipients,kg,114.8,92.76,10648.85,18,1916.79,1653.08,14218.72,11,2020-03-07,2020-03-07,0,On-Time,60
PO-2020-0043,2020-02-27,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,10294.0,0.99,10191.06,18,1834.39,389.03,12414.48,7,2020-03-05,2020-03-05,0,On-Time,15
PO-2020-0044,2020-03-01,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,6095.0,4.72,28768.4,18,5178.31,647.96,34594.67,10,2020-03-11,2020-03-11,0,On-Time,15
PO-2020-0045,2020-03-02,SUP001,Madhya Herbs Pvt Ltd,RM002,Tulsi Leaves (Dried),Raw Herbs,kg,216.8,188.76,40923.17,5,2046.16,1537.51,44506.84,23,2020-03-25,2020-03-26,1,Delayed,30
PO-2020-0046,2020-03-06,SUP004,Girnar Ayur Ingredients,RM005,Ashwagandha Extract (5% Withanolides),Herbal Extracts,kg,37.9,1223.95,46387.71,12,5566.53,1017.18,52971.42,20,2020-03-26,2020-03-26,0,On-Time,45
PO-2020-0047,2020-03-06,SUP007,Indore Packaging Solutions,RM018,Corrugated Shipping Boxes (units),Packaging,units,1021.0,25.33,25861.93,18,4655.15,1404.67,31921.75,8,2020-03-14,2020-03-14,0,On-Time,15
PO-2020-0048,2020-03-07,SUP004,Girnar Ayur Ingredients,RM007,Shatavari Extract,Herbal Extracts,kg,17.5,1079.86,18897.55,12,2267.71,974.56,22139.82,18,2020-03-25,2020-04-01,7,Delayed,45
PO-2020-0049,2020-03-08,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,5555.0,3.4,18887.0,18,3399.66,998.0,23284.66,7,2020-03-15,2020-03-21,6,Delayed,15
PO-2020-0050,2020-03-11,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,7463.0,1.02,7612.26,18,1370.21,354.33,9336.8,6,2020-03-17,2020-03-17,0,On-Time,15
PO-2020-0051,2020-03-11,SUP002,Vindhya Botanicals,RM003,Amla Fruit (Dried),Raw Herbs,kg,141.7,209.24,29649.31,5,1482.47,1126.21,32257.99,24,2020-04-04,2020-04-04,0,On-Time,30
PO-2020-0052,2020-03-11,SUP005,Chemico Excipients Ltd,RM010,Microcrystalline Cellulose (MCC),Excipients,kg,124.2,125.65,15605.73,18,2809.03,1652.59,20067.35,14,2020-03-25,2020-03-25,0,On-Time,60
PO-2020-0053,2020-03-12,SUP003,Himalayan Herb Extracts,RM009,Triphala Extract,Herbal Extracts,kg,24.1,1016.98,24509.22,12,2941.11,1467.31,28917.64,19,2020-03-31,2020-03-30,-1,Early,45
PO-2020-0054,2020-03-13,SUP005,Chemico Excipients Ltd,RM011,Magnesium Stearate,Excipients,kg,32.7,209.79,6860.13,18,1234.82,993.93,9088.88,11,2020-03-24,2020-04-11,18,Delayed,60
PO-2020-0055,2020-03-14,SUP004,Girnar Ayur Ingredients,RM008,Turmeric Curcumin Extract (95%),Herbal Extracts,kg,33.2,1973.21,65510.57,12,7861.27,976.03,74347.87,16,2020-03-30,2020-04-17,18,Delayed,45
PO-2020-0056,2020-03-14,SUP001,Madhya Herbs Pvt Ltd,RM004,Giloy Stem (Dried),Raw Herbs,kg,163.4,195.33,31916.92,5,1595.85,1217.25,34730.02,26,2020-04-09,2020-04-27,18,Delayed,30
PO-2020-0057,2020-03-17,SUP002,Vindhya Botanicals,RM001,Ashwagandha Root (Dried),Raw Herbs,kg,97.1,242.81,23576.85,5,1178.84,989.5,25745.19,25,2020-04-11,2020-05-20,39,Delayed,30
PO-2020-0058,2020-03-19,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,2153.0,4.6,9903.8,18,1782.68,405.81,12092.29,8,2020-03-27,2020-04-02,6,Delayed,15
PO-2020-0059,2020-03-20,SUP006,Capsico Gelatin & Capsules,RM013,"Gelatin Capsules (Size 00, '000s)",Capsules,'000 units,8.0,346.27,2770.16,12,332.42,779.7,3882.28,17,2020-04-06,2020-04-06,0,On-Time,45
PO-2020-0060,2020-03-24,SUP003,Himalayan Herb Extracts,RM006,Brahmi Extract,Herbal Extracts,kg,7.9,1167.18,9220.72,12,1106.49,1238.9,11566.11,22,2020-04-15,2020-04-15,0,On-Time,45
PO-2020-0061,2020-03-25,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,2053.0,3.44,7062.32,18,1271.22,598.8,8932.34,10,2020-04-04,2020-04-19,15,Delayed,15
PO-2020-0062,2020-03-26,SUP002,Vindhya Botanicals,RM002,Tulsi Leaves (Dried),Raw Herbs,kg,83.7,179.38,15014.11,5,750.71,831.93,16596.75,21,2020-04-16,2020-04-16,0,On-Time,30
PO-2020-0063,2020-03-27,SUP005,Chemico Excipients Ltd,RM012,Maize Starch,Excipients,kg,30.4,98.69,3000.18,18,540.03,971.78,4511.99,11,2020-04-07,2020-04-07,0,On-Time,60
PO-2020-0064,2020-03-27,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,2811.0,0.99,2782.89,18,500.92,300.99,3584.8,8,2020-04-04,2020-04-28,24,Delayed,15
PO-2020-0065,2020-03-28,SUP007,Indore Packaging Solutions,RM018,Corrugated Shipping Boxes (units),Packaging,units,346.0,25.27,8743.42,18,1573.82,682.48,10999.72,6,2020-04-03,2020-04-06,3,Delayed,15
PO-2020-0066,2020-04-07,SUP002,Vindhya Botanicals,RM003,Amla Fruit (Dried),Raw Herbs,kg,45.6,208.84,9523.1,5,476.15,709.99,10709.24,25,2020-05-02,2020-05-31,29,Delayed,30
